executionId,originalExecutionId,account,executionTime,status,executionType,processName,processId,atomName,atomId,inboundDocumentCount,inboundErrorDocumentCount,outboundDocumentCount,executionDuration,message,parentExecutionId,topLevelExecutionId,inboundDocumentSize,outboundDocumentSize,launcherID,reportKey,nodeId
execution-1fe51f9f-adeb-4c8f-a697-174724efc99d-2023.08.15,,eonitalyspa-AEYI78,20230814 200058.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,425,,,,0,12039,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom01[worker-77b05c22-d786-447b-bad2-42a1f056b28e-2023.08.14]
execution-a7973a0b-74cb-4f83-9e92-2f5e431acd30-2023.08.15,,eonitalyspa-AEYI78,20230814 200100.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,110,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom04[worker-71c76da1-8eaa-4e9f-964e-7305d6035126-2023.08.14]
execution-ca7454ba-0b0a-40b2-9cf1-45b51a256a80-2023.08.15,,eonitalyspa-AEYI78,20230814 200100.000,COMPLETE,exec_sched,login_MODIFICA_CREDIT_CHECK,33218fea-129d-4fd4-a739-6458dcf8b796,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,2,5573,,,,0,2596,,,atom05[execution-ca7454ba-0b0a-40b2-9cf1-45b51a256a80-2023.08.15]
execution-bb558826-0e25-421d-be24-e74c86cc8f5a-2023.08.15,,eonitalyspa-AEYI78,20230814 200101.000,COMPLETE,exec_listener,MMI_CLOUD_QUALTRICS_CVM,f3978fbb-5c02-498c-a800-61c22ad26811,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,705,,,,0,446,6f4a3eb6-f979-4c70-aab7-663f1edc24c8,apim-azure,atom02[worker-532f66a4-ce30-4eec-b910-454f053695fb-2023.08.14]
execution-9c69bd00-6338-41f8-8aaa-2bc3ada130ac-2023.08.15,,eonitalyspa-AEYI78,20230814 200104.000,COMPLETE,exec_listener,MMI_CLOUD_GET_VERIFY_DISALIMENTAZIONE,83a8e651-c308-47b9-af2c-18ebb09cc0d7,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,0,623,,,,0,0,5ad45aa2-5439-4d5c-9088-b90ca828d275,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-cfe2bbde-b31f-4c66-972a-f3afe3e4565f-2023.08.15,,eonitalyspa-AEYI78,20230814 200105.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_GameCoins,36f7425c-c0b5-4896-887e-b2362670b4e6,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,104,,,,55,168,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom04[worker-71c76da1-8eaa-4e9f-964e-7305d6035126-2023.08.14]
execution-e0550a30-b304-4051-abd6-f69732ce7849-2023.08.15,,eonitalyspa-AEYI78,20230814 200105.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,262,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom02[worker-ca79d8aa-9c98-403b-a9fa-6f73ea8ee19e-2023.08.14]
execution-161dd7e9-7b3d-46e8-96dd-41ebdfeb882a-2023.08.15,,eonitalyspa-AEYI78,20230814 200106.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,621,,,,0,1989,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom02[worker-ca79d8aa-9c98-403b-a9fa-6f73ea8ee19e-2023.08.14]
execution-332e651e-9923-4c25-8d26-36f0d8bbd63c-2023.08.15,,eonitalyspa-AEYI78,20230814 200106.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_GET_ConsumptionImprovements,7ed299d1-2f19-486e-8c35-577ba62ed504,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,198,,,,0,5036,3471bb8c-264c-414c-84e4-e858b0ebf22e,apim-azure,atom01[worker-77b05c22-d786-447b-bad2-42a1f056b28e-2023.08.14]
execution-3a422c9c-10db-4bfa-a0dd-7f2a531275aa-2023.08.15,,eonitalyspa-AEYI78,20230814 200106.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,470,,,,0,12039,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom04[worker-71c76da1-8eaa-4e9f-964e-7305d6035126-2023.08.14]
execution-a680f052-3daf-4bfe-9b31-e890b3629468-2023.08.15,,eonitalyspa-AEYI78,20230814 200106.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,287,,,,0,816,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-ad360bec-5867-4e43-a88f-96ae1da96340-2023.08.15,,eonitalyspa-AEYI78,20230814 200106.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_GET_ConsumptionImprovements,7ed299d1-2f19-486e-8c35-577ba62ed504,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,389,,,,0,4774,3471bb8c-264c-414c-84e4-e858b0ebf22e,apim-azure,atom06[worker-fbe91e0e-dfc5-495b-bd89-e056d9ecd6bf-2023.08.14]
execution-adeff350-72ea-45a6-bdeb-c1d61b13fd0f-2023.08.15,,eonitalyspa-AEYI78,20230814 200106.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_GET_ConsumptionImprovements,7ed299d1-2f19-486e-8c35-577ba62ed504,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,471,,,,0,302,3471bb8c-264c-414c-84e4-e858b0ebf22e,apim-azure,atom04[worker-71c76da1-8eaa-4e9f-964e-7305d6035126-2023.08.14]
execution-df401905-6ca1-4a6c-bff2-bfdf0c8d4a3a-2023.08.15,,eonitalyspa-AEYI78,20230814 200111.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,141,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom01[worker-77b05c22-d786-447b-bad2-42a1f056b28e-2023.08.14]
execution-1d88f38f-38b3-4dae-a186-33620a127294-2023.08.15,,eonitalyspa-AEYI78,20230814 200112.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,455,,,,0,8189,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom04[worker-71c76da1-8eaa-4e9f-964e-7305d6035126-2023.08.14]
execution-5de0f06e-4c0f-4d9e-a6d6-1beb711018a6-2023.08.15,,eonitalyspa-AEYI78,20230814 200112.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_GameCoins,36f7425c-c0b5-4896-887e-b2362670b4e6,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,133,,,,55,168,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-ec45ef14-c268-462c-8441-26dd4c30ef17-2023.08.15,,eonitalyspa-AEYI78,20230814 200120.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_GameCoins,36f7425c-c0b5-4896-887e-b2362670b4e6,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,247,,,,55,168,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom01[worker-77b05c22-d786-447b-bad2-42a1f056b28e-2023.08.14]
execution-30e4ff0f-92e6-40eb-8028-5e871a9afdb9-2023.08.15,,eonitalyspa-AEYI78,20230814 200121.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,349,,,,0,1203,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom01[worker-77b05c22-d786-447b-bad2-42a1f056b28e-2023.08.14]
execution-83f6a66c-f591-46de-a083-889143cf89b7-2023.08.15,,eonitalyspa-AEYI78,20230814 200121.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,380,,,,0,3138,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom01[worker-79dfe9a7-9e70-4a22-86b7-fb7f8be3bfe2-2023.08.14]
execution-cf6a7dcd-adf4-44f3-8e18-646bd76636e0-2023.08.15,,eonitalyspa-AEYI78,20230814 200121.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_GET_ConsumptionImprovements,7ed299d1-2f19-486e-8c35-577ba62ed504,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,232,,,,0,1928,3471bb8c-264c-414c-84e4-e858b0ebf22e,apim-azure,atom04[worker-71c76da1-8eaa-4e9f-964e-7305d6035126-2023.08.14]
execution-a3bd8118-0253-46d9-a29f-41e3870b39e9-2023.08.15,,eonitalyspa-AEYI78,20230814 200126.000,COMPLETE,exec_listener,MMI_CLOUD_GET_VERIFY_DISALIMENTAZIONE,83a8e651-c308-47b9-af2c-18ebb09cc0d7,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,0,619,,,,0,0,5ad45aa2-5439-4d5c-9088-b90ca828d275,apim-azure,atom02[worker-532f66a4-ce30-4eec-b910-454f053695fb-2023.08.14]
execution-d06d5b4e-9a45-49ef-9ab7-a0029f7f07cc-2023.08.15,,eonitalyspa-AEYI78,20230814 200126.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,247,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom06[worker-fbe91e0e-dfc5-495b-bd89-e056d9ecd6bf-2023.08.14]
execution-7f7fc114-e723-4ba7-ad1e-89afff8b8541-2023.08.15,,eonitalyspa-AEYI78,20230814 200131.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,303,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom01[worker-79dfe9a7-9e70-4a22-86b7-fb7f8be3bfe2-2023.08.14]
execution-5fb2ef0f-3524-43bc-b125-4d7c17e51f0b-2023.08.15,,eonitalyspa-AEYI78,20230814 200139.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,235,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom02[worker-ca79d8aa-9c98-403b-a9fa-6f73ea8ee19e-2023.08.14]
execution-515433ac-089e-48b5-b50c-f35413b89e64-2023.08.15,,eonitalyspa-AEYI78,20230814 200141.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_GameCoins,36f7425c-c0b5-4896-887e-b2362670b4e6,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,765,,,,55,168,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom01[worker-77b05c22-d786-447b-bad2-42a1f056b28e-2023.08.14]
execution-ef9d61b4-211c-4364-a69b-c1d20cea870c-2023.08.15,,eonitalyspa-AEYI78,20230814 200141.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,0,303,,,,0,0,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom06[worker-fbe91e0e-dfc5-495b-bd89-e056d9ecd6bf-2023.08.14]
execution-9b182205-79a6-4fe4-a8c0-b4c4a871dbd2-2023.08.15,,eonitalyspa-AEYI78,20230814 200142.000,COMPLETE,exec_listener_bridge,MMI_DVC_MyEON_RICERCA_LETTURE,a1677303-17d7-43d4-9fd1-9790222af3a8,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,1324,,,,366,61630,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom02[worker-532f66a4-ce30-4eec-b910-454f053695fb-2023.08.14]
execution-a2eda066-e4a3-4b13-9949-eba501985319-2023.08.15,,eonitalyspa-AEYI78,20230814 200147.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,326,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom02[worker-ca79d8aa-9c98-403b-a9fa-6f73ea8ee19e-2023.08.14]
execution-e4223362-df8d-481e-b099-8fc4deab1d17-2023.08.15,,eonitalyspa-AEYI78,20230814 200147.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_GET_ConsumptionImprovements,7ed299d1-2f19-486e-8c35-577ba62ed504,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,228,,,,0,4908,3471bb8c-264c-414c-84e4-e858b0ebf22e,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-472d1d4b-4cfc-4ffa-b13c-6cc83573a9e4-2023.08.15,,eonitalyspa-AEYI78,20230814 200148.000,COMPLETE,exec_listener_bridge,MMI_DVC_MyEON_RICERCA_LETTURE,a1677303-17d7-43d4-9fd1-9790222af3a8,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,481,,,,366,61630,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom04[worker-71c76da1-8eaa-4e9f-964e-7305d6035126-2023.08.14]
execution-acd29d4b-45d2-4d3c-9558-b8728b7e6ec0-2023.08.15,,eonitalyspa-AEYI78,20230814 200149.000,COMPLETE,exec_listener,MMI_CLOUD_GET_VERIFY_DISALIMENTAZIONE,83a8e651-c308-47b9-af2c-18ebb09cc0d7,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,0,537,,,,0,0,5ad45aa2-5439-4d5c-9088-b90ca828d275,apim-azure,atom02[worker-ca79d8aa-9c98-403b-a9fa-6f73ea8ee19e-2023.08.14]
execution-2f0b3134-cf6b-4715-a902-244a06b29124-2023.08.15,,eonitalyspa-AEYI78,20230814 200150.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,234,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom01[worker-77b05c22-d786-447b-bad2-42a1f056b28e-2023.08.14]
execution-052d6a5a-31be-48cb-81dc-77e5083603a0-2023.08.15,,eonitalyspa-AEYI78,20230814 200154.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,296,,,,0,1203,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom06[worker-fbe91e0e-dfc5-495b-bd89-e056d9ecd6bf-2023.08.14]
execution-ae9396c7-1959-4e6e-9fb2-baa15077d804-2023.08.15,,eonitalyspa-AEYI78,20230814 200154.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,314,,,,0,3138,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom02[worker-532f66a4-ce30-4eec-b910-454f053695fb-2023.08.14]
execution-f5bedc34-acd9-4ef8-99d5-17a35cfff3e9-2023.08.15,,eonitalyspa-AEYI78,20230814 200154.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_GET_ConsumptionImprovements,7ed299d1-2f19-486e-8c35-577ba62ed504,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,228,,,,0,1928,3471bb8c-264c-414c-84e4-e858b0ebf22e,apim-azure,atom02[worker-532f66a4-ce30-4eec-b910-454f053695fb-2023.08.14]
execution-910819a1-7198-4c0d-aff6-5ac615577f5c-2023.08.15,,eonitalyspa-AEYI78,20230814 200155.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_GameCoins,36f7425c-c0b5-4896-887e-b2362670b4e6,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,128,,,,55,168,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-abf3df17-e858-48ad-9cb3-445a70606eaa-2023.08.15,,eonitalyspa-AEYI78,20230814 200155.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,217,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-b94ea807-6aab-416e-8099-80aacc632ddc-2023.08.15,,eonitalyspa-AEYI78,20230814 200155.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,292,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom06[worker-fbe91e0e-dfc5-495b-bd89-e056d9ecd6bf-2023.08.14]
execution-52738a8a-a2cc-41d0-b4a4-d27bc74db97f-2023.08.15,,eonitalyspa-AEYI78,20230814 200156.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,410,,,,0,10107,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-8de784bd-f846-4b5d-a5ae-c8275499fa52-2023.08.15,,eonitalyspa-AEYI78,20230814 200156.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_GET_ConsumptionImprovements,7ed299d1-2f19-486e-8c35-577ba62ed504,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,222,,,,0,4643,3471bb8c-264c-414c-84e4-e858b0ebf22e,apim-azure,atom01[worker-77b05c22-d786-447b-bad2-42a1f056b28e-2023.08.14]
execution-77e05fa1-099b-47dc-8f64-f02ed055a939-2023.08.15,,eonitalyspa-AEYI78,20230814 200158.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_GameCoins,36f7425c-c0b5-4896-887e-b2362670b4e6,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,125,,,,55,168,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom04[worker-71c76da1-8eaa-4e9f-964e-7305d6035126-2023.08.14]
execution-0f93ca1f-7bb2-4fa0-bf15-c48613218737-2023.08.15,,eonitalyspa-AEYI78,20230814 200159.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_DVC_RLT_MyEON_CONSUMI_PWR,17078631-c508-4356-afb4-69ef56665955,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,3,468,,,,0,12039,688e4cf4-efc0-4943-9566-7f79b55515ab,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-37d2411d-4dd8-4836-8ab8-ff0301b45aa0-2023.08.15,,eonitalyspa-AEYI78,20230814 200159.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_GET_ConsumptionImprovements,7ed299d1-2f19-486e-8c35-577ba62ed504,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,0,201,,,,0,0,3471bb8c-264c-414c-84e4-e858b0ebf22e,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-451dc335-f8b1-4946-a535-68e9782c503a-2023.08.15,,eonitalyspa-AEYI78,20230814 200159.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,272,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom02[worker-532f66a4-ce30-4eec-b910-454f053695fb-2023.08.14]
execution-6454f834-a36d-48e7-ab7a-c04ef822c227-2023.08.15,,eonitalyspa-AEYI78,20230814 200159.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_GET_ConsumptionImprovements,7ed299d1-2f19-486e-8c35-577ba62ed504,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,213,,,,0,4961,3471bb8c-264c-414c-84e4-e858b0ebf22e,apim-azure,atom06[worker-fbe91e0e-dfc5-495b-bd89-e056d9ecd6bf-2023.08.14]
execution-06d7b9a3-da9c-424a-a2de-0eeb48450416-2023.08.15,,eonitalyspa-AEYI78,20230814 200201.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,298,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom02[worker-ca79d8aa-9c98-403b-a9fa-6f73ea8ee19e-2023.08.14]
execution-d23389ad-3b20-4bec-9e9e-b153c7ce099d-2023.08.15,,eonitalyspa-AEYI78,20230814 200203.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,230,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom06[worker-fbe91e0e-dfc5-495b-bd89-e056d9ecd6bf-2023.08.14]
execution-4ad3d42a-7066-4b2d-a50c-febc19634e17-2023.08.15,,eonitalyspa-AEYI78,20230814 200204.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,209,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom05[worker-c974de65-8269-4310-a6fc-fa8c7569386d-2023.08.14]
execution-662f8471-6ba5-4f80-80a8-993cf990cef7-2023.08.15,,eonitalyspa-AEYI78,20230814 200207.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,187,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom01[worker-79dfe9a7-9e70-4a22-86b7-fb7f8be3bfe2-2023.08.14]
execution-cbb94b9c-398b-4e91-818f-8888ddf24c30-2023.08.15,,eonitalyspa-AEYI78,20230814 200211.000,COMPLETE,exec_listener_bridge,MMI_CLOUD_POST_ENGAGEMENT_PlayGame,e3a45d23-7271-4d3d-9ba0-28aaf6d02647,MMI_PROD_BOOMI_MCS_001,664ef343-f415-42a9-83f8-1a9a402835a3,1,0,1,277,,,,55,260,88a97aa4-841c-416c-bbbe-a050226b815b,apim-azure,atom02[worker-532f66a4-ce30-4eec-b910-454f053695fb-2023.08.14]
