environmentId,processId,processName,packageId,componentType
497b3021-ef13-4e59-93b8-f30e245a317a,edb2bd0a-5e4a-4188-b8ed-b136ea341159,HNK_HRW_PR_07750_Heilite_to_Esker_PurchaseOrderLine,a96d4454-3fdc-46e1-9321-768f954a377f,process
497b3021-ef13-4e59-93b8-f30e245a317a,16b1803f-9889-451a-846b-c3078ac7f402,HNK_RW_PRC_07660_Heilite_Esker_Companycode,4bcd8b44-a961-466a-a2fc-28f253bb13f1,process
497b3021-ef13-4e59-93b8-f30e245a317a,ccc5b8ab-44fa-4f21-a508-16941876f937,HNK_RW_PRC_07670_Heilite_Esker_Vendor,aca68b5b-e86f-4e9a-bd1f-b916b5389c98,process
497b3021-ef13-4e59-93b8-f30e245a317a,c56f3eb7-65a5-49b5-a879-76c64d2e048b,HNK_RW_PRC_07680_Heilite_Esker_GLaccount,cd8773a5-df1d-4ea9-8cfe-7f2daf94d038,process
497b3021-ef13-4e59-93b8-f30e245a317a,cb4012ab-00b8-4073-9769-faad79d904c7,HNK_RW_PRC_07690_Heilite_Esker_Brands,282601da-c57c-4090-a8eb-117aed0f1df5,process
497b3021-ef13-4e59-93b8-f30e245a317a,2f9628ec-0864-4b54-9307-14ec20dce0f8,HNK_RW_PRC_07700_Heilite_Esker_TaxCode,ecb5c1b1-0c29-4dd4-9d57-0f7ca7596acf,process
497b3021-ef13-4e59-93b8-f30e245a317a,b0937da1-c3cc-4290-99ab-ecebe224e97e,HNK_RW_PRC_07710_Heilite_Esker_PaymentTerms,d7e38757-3732-4761-9fbe-24c6e0e2f1d2,process
497b3021-ef13-4e59-93b8-f30e245a317a,b700d632-6607-4ee6-bf73-0768c34d98c5,HNK_RW_PRC_07720_Heilite_Esker_Currency,2944ce17-39be-4c33-9ee5-7478cdcdf18b,process
497b3021-ef13-4e59-93b8-f30e245a317a,b09f6da4-b93b-46be-a5f6-14cf151f8c1b,HNK_RW_PRC_07730_Heilite_Esker_BankDetails,ccc3cf9f-c068-42de-8532-2bc3721e1213,process
497b3021-ef13-4e59-93b8-f30e245a317a,1c556b1f-a9a3-4ec7-9d9c-a61bd724f837,HNK_RW_PRC_07760_Esker_Heilite_Invoice_Posting,8aab30f5-7dc1-4c7f-871e-c7461bd26013,process
